,url,ones
0,https://www.youtube.com/watch?v=4Mymm0H-9s0,0.0010213984311505863
1,https://www.youtube.com/watch?v=q81UyvB52Vo,0.007732404131726066
2,https://www.youtube.com/watch?v=b0vwmP1UsXM,0.007105545659507091
3,https://www.youtube.com/watch?v=0SR3XF3--gI,0.012371366567460318
4,https://www.youtube.com/watch?v=qjz7RtpXIek,0.0007346282865064204
5,https://www.youtube.com/watch?v=1Zcvyft5-dQ,0.0037995551953420256
6,https://www.youtube.com/watch?v=B829pJ2ar6M,0.0014462471320878401
7,https://www.youtube.com/watch?v=ZzbDlLQwzFc,0.0018659708649214246
8,https://www.youtube.com/watch?v=29AXowKJ9t0,0.007111826306518654
9,https://www.youtube.com/watch?v=Kd0qXqHF5XA,0.0016710224343722737
10,https://www.youtube.com/watch?v=_inuZfZldb0,0.007199396955968844
11,https://www.youtube.com/watch?v=s_GZxh5REKo,0.0003184959229747062
12,https://www.youtube.com/watch?v=yrmMCfmxFMI,0.002412345177970178
13,https://www.youtube.com/watch?v=YhaSC8QkJLk,0.009678067399421566
14,https://www.youtube.com/watch?v=xC7yZSD6dgs,0.0006516459533084915
15,https://www.youtube.com/watch?v=nQYzLX9oSug,0.0006982984165888578
16,https://www.youtube.com/watch?v=J2r7MW6TkE0,0.014764020001446759
17,https://www.youtube.com/watch?v=CPtEov5PeLU,0.007058783171057656
18,https://www.youtube.com/watch?v=9eEmsatbZC4,0.009339620940487965
19,https://www.youtube.com/watch?v=RGlvWoVaWPk,0.008577395946804648
20,https://www.youtube.com/watch?v=rpq-ufwP23A,0.004139029491930731
21,https://www.youtube.com/watch?v=4FL1hrJRwzY,0.00470473217969469
22,https://www.youtube.com/watch?v=PfN6mttt2J8,0.03453895794428883
23,https://www.youtube.com/watch?v=VvCYzHX_OZc,0.0008404113247863248
24,https://www.youtube.com/watch?v=QW3rt5yyhuY,0.002293922295875421
25,https://www.youtube.com/watch?v=yCMTf1XKEHQ,0.0008714154152566272
26,https://www.youtube.com/watch?v=D-uAcIBgJxE,0.0004802935624552496
27,https://www.youtube.com/watch?v=HfMfIDGv-dQ,0.00012056166943521595
28,https://www.youtube.com/watch?v=zpqmF24SjaU,0.0008279606107261996
29,https://www.youtube.com/watch?v=u6xsB-GWZUU,0.012345723104056438
30,https://www.youtube.com/watch?v=b0mFFc24eQM,0.012407830455315808
31,https://www.youtube.com/watch?v=tC96Ef3fZ3E,0.0003629744372605364
32,https://www.youtube.com/watch?v=F5mpeslI2N0,0.0016088041805429408
33,https://www.youtube.com/watch?v=IPaEKvl5ECo,0.001288690692987568
34,https://www.youtube.com/watch?v=kPU1ELv8h1I,0.012573510073772238
35,https://www.youtube.com/watch?v=TYV6ew4xG1k,0.003435721642574467
36,https://www.youtube.com/watch?v=W70fo7BWdV4,0.007155918896035297
37,https://www.youtube.com/watch?v=Z7PIlRCWr6Q,0.0018393208661417323
38,https://www.youtube.com/watch?v=2aGS-6ORl_c,0.01823656464792563
39,https://www.youtube.com/watch?v=aG2D8AT4Juw,0.005441839734903759
40,https://www.youtube.com/watch?v=Hs43bG4FAC4,0.017843633824960046
41,https://www.youtube.com/watch?v=ZODtFX3XXGE,0.005677232127674047
42,https://www.youtube.com/watch?v=pAHpu7jB9zw,0.0006901763328054896
43,https://www.youtube.com/watch?v=euqfS-67j68,0.0017063957249356606
44,https://www.youtube.com/watch?v=8ahz384MoJA,0.015677165698340666
45,https://www.youtube.com/watch?v=CvTBPJg2UQo,0.0012330556777554326
46,https://www.youtube.com/watch?v=wuQTselH2Bo,0.0030567623819673633
47,https://www.youtube.com/watch?v=zamt_1PAwqE,0.003041889982937834
48,https://www.youtube.com/watch?v=9GeDHuw5CBk,0.011745244045668088
49,https://www.youtube.com/watch?v=v80f8CHSQQk,0.003181546260252467
50,https://www.youtube.com/watch?v=gNn_UJBM6i0,0.012422905446900983
51,https://www.youtube.com/watch?v=MjQbMUTweJU,0.0008596537819211906
52,https://www.youtube.com/watch?v=MgZ1QYpX9zM,0.004858429282908449
53,https://www.youtube.com/watch?v=K9PS5Ht0Bbk,0.0018287680850981123
54,https://www.youtube.com/watch?v=fMxHX3hpZtY,0.0027333217744682924
55,https://www.youtube.com/watch?v=3aG6r8nbVI4,0.005027935922033144
56,https://www.youtube.com/watch?v=WeXrxcUCRDQ,0.00011997377010141761
57,https://www.youtube.com/watch?v=7TSbocG3Jzc,0.02390617176783265
58,https://www.youtube.com/watch?v=fgnYzwR8c6o,0.0013022840225059428
59,https://www.youtube.com/watch?v=Oa2m2thY5QI,0.002170522186147186
