,url,ones,duration
0,https://www.youtube.com/watch?v=uI05ZB78-vw,0.00242984841137896,2
1,https://www.youtube.com/watch?v=uiwOgoi3E_w,0.004828962203823371,2
2,https://www.youtube.com/watch?v=zQCGxthVskw,0.0014316771400459606,2
3,https://www.youtube.com/watch?v=W8BETmpkj_k,0.007800582345989532,2
4,https://www.youtube.com/watch?v=YanYDTGkLH8,0.00853911274233676,2
5,https://www.youtube.com/watch?v=-MZy8FqUw9c,0.003515170764089182,2
6,https://www.youtube.com/watch?v=SEhRdrz4irk,0.0017471473697047615,2
7,https://www.youtube.com/watch?v=N5YSbaUl9Y4,0.0009839792037396532,2
8,https://www.youtube.com/watch?v=03VAIrkmrD0,0.003495817753485123,2
9,https://www.youtube.com/watch?v=jbBbRjs_niM,0.0032609847972210945,2
