,url,ones,duration
0,https://www.youtube.com/watch?v=Y6rGXeuXe2c,0.010292610506308765,3
1,https://www.youtube.com/watch?v=og8VX6ptG-8,0.004734915925214802,3
2,https://www.youtube.com/watch?v=Jfw7ub0vjwI,0.0061633123040088144,3
3,https://www.youtube.com/watch?v=TZOg8lbDZ_0,0.013766765721324207,3
4,https://www.youtube.com/watch?v=RIQDmnIJZv8,0.001746310230401819,3
5,https://www.youtube.com/watch?v=v1rBxf4VgaA,0.0075090470055457215,3
6,https://www.youtube.com/watch?v=EkHqBoBT9Yo,0.009850010798587291,3
7,https://www.youtube.com/watch?v=KEZp5_DgABA,0.014667598923097503,3
8,https://www.youtube.com/watch?v=Vv1QbP5jJ4c,0.0313404512345336,3
9,https://www.youtube.com/watch?v=UH2Sm0Wj3Dw,0.0029974212473055065,3
